report_id,period_label,period_start,period_end,report_period_type,file_type,crime_id,city_name,crime_period_type,metric_group,metric_name,metric_code,value,unit
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1155,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5216.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1183,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7730.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1134,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3216.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1162,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5944.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1141,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3828.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1176,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7166.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1204,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,9672.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1211,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,10099.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1197,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,9106.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1148,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,4516.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1169,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6496.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1190,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8291.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1210,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4321.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1168,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3223.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1189,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4106.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1140,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3139.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1203,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,5120.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1196,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4645.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1161,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3450.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1133,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,1922.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1147,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3865.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1182,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4300.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1175,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3820.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1154,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3323.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1149,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,920.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1170,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1101.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1205,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1252.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1135,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,660.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1142,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,781.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1198,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1239.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1212,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1282.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1191,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1200.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1156,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,983.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1184,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1155.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1163,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1054.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1177,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1119.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1146,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,13793.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1139,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,11402.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1153,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,14898.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1160,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,16575.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1167,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,17871.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1174,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,20070.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1181,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,22002.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1188,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,23241.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1195,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,25811.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1202,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,27642.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1209,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,28078.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1132,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,8555.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1151,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,6157.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1186,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,17525.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1193,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,19890.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1179,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,15530.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1158,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,8523.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1214,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,25613.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1207,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,23551.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1137,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,2062.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1144,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,3924.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1165,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,10508.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1172,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,13538.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1200,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,21765.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1178,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,16319.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1157,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,10997.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1192,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,20224.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1150,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,9050.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1199,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,23395.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1143,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,7261.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1206,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,25303.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1136,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,5543.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1213,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,27032.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1164,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,12739.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1171,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,14489.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1185,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,18265.0,count
284,январь-август 2021,2021-01-01,2021-08-31,month_cum,xlsx,1180,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,55410.0,count
283,январь-июль 2021,2021-01-01,2021-07-31,month_cum,xlsx,1173,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,49979.0,count
278,январь-февраль 2021,2021-01-01,2021-02-28,month_cum,xlsx,1138,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,25030.0,count
288,январь-декабрь 2021,2021-01-01,2021-12-31,month_cum,xlsx,1208,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,76966.0,count
285,январь-сентябрь 2021,2021-01-01,2021-09-30,month_cum,xlsx,1187,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,60172.0,count
282,январь-июнь 2021,2021-01-01,2021-06-30,month_cum,xlsx,1166,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,44407.0,count
277,январь 2021,2021-01-01,2021-01-31,month_cum,xlsx,1131,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,19214.0,count
281,январь-май 2021,2021-01-01,2021-05-31,month_cum,xlsx,1159,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,40099.0,count
286,январь-октябрь 2021,2021-01-01,2021-10-31,month_cum,xlsx,1194,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,67740.0,count
279,январь-март 2021,2021-01-01,2021-03-31,month_cum,xlsx,1145,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,30709.0,count
280,январь-апрель 2021,2021-01-01,2021-04-30,month_cum,xlsx,1152,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,35379.0,count
287,январь-ноябрь 2021,2021-01-01,2021-11-30,month_cum,xlsx,1201,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,73229.0,count
297,январь-сентябрь 2022,2022-01-01,2022-09-30,month_cum,xlsx,1274,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7389.0,count
294,январь-июнь 2022,2022-01-01,2022-06-30,month_cum,xlsx,1253,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5821.0,count
298,январь-октябрь 2022,2022-01-01,2022-10-31,month_cum,xlsx,1281,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8005.0,count
300,январь-декабрь 2022,2022-01-01,2022-12-31,month_cum,xlsx,1295,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8905.0,count
292,январь-апрель 2022,2022-01-01,2022-04-30,month_cum,xlsx,1239,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,4772.0,count
290,январь-февраль 2022,2022-01-01,2022-02-28,month_cum,xlsx,1225,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3495.0,count
296,январь-август 2022,2022-01-01,2022-08-31,month_cum,xlsx,1267,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6900.0,count
293,январь-май 2022,2022-01-01,2022-05-31,month_cum,xlsx,1246,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5260.0,count
295,январь-июль 2022,2022-01-01,2022-07-31,month_cum,xlsx,1260,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6460.0,count
289,январь 2022,2022-01-01,2022-01-31,month_cum,xlsx,1218,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3082.0,count
299,январь-ноябрь 2022,2022-01-01,2022-11-30,month_cum,xlsx,1288,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8571.0,count
291,январь-март 2022,2022-01-01,2022-03-31,month_cum,xlsx,1232,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,4211.0,count
290,январь-февраль 2022,2022-01-01,2022-02-28,month_cum,xlsx,1224,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2516.0,count
293,январь-май 2022,2022-01-01,2022-05-31,month_cum,xlsx,1245,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3697.0,count
295,январь-июль 2022,2022-01-01,2022-07-31,month_cum,xlsx,1259,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3756.0,count
296,январь-август 2022,2022-01-01,2022-08-31,month_cum,xlsx,1266,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4006.0,count
289,январь 2022,2022-01-01,2022-01-31,month_cum,xlsx,1217,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2206.0,count
300,январь-декабрь 2022,2022-01-01,2022-12-31,month_cum,xlsx,1294,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4373.0,count
294,январь-июнь 2022,2022-01-01,2022-06-30,month_cum,xlsx,1252,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3551.0,count
299,январь-ноябрь 2022,2022-01-01,2022-11-30,month_cum,xlsx,1287,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4258.0,count
291,январь-март 2022,2022-01-01,2022-03-31,month_cum,xlsx,1231,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2619.0,count
298,январь-октябрь 2022,2022-01-01,2022-10-31,month_cum,xlsx,1280,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4205.0,count
292,январь-апрель 2022,2022-01-01,2022-04-30,month_cum,xlsx,1238,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3073.0,count
297,январь-сентябрь 2022,2022-01-01,2022-09-30,month_cum,xlsx,1273,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4225.0,count
293,январь-май 2022,2022-01-01,2022-05-31,month_cum,xlsx,1247,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1042.0,count
298,январь-октябрь 2022,2022-01-01,2022-10-31,month_cum,xlsx,1282,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1328.0,count
292,январь-апрель 2022,2022-01-01,2022-04-30,month_cum,xlsx,1240,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,989.0,count
299,январь-ноябрь 2022,2022-01-01,2022-11-30,month_cum,xlsx,1289,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1341.0,count
295,январь-июль 2022,2022-01-01,2022-07-31,month_cum,xlsx,1261,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1251.0,count
290,январь-февраль 2022,2022-01-01,2022-02-28,month_cum,xlsx,1226,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,767.0,count
300,январь-декабрь 2022,2022-01-01,2022-12-31,month_cum,xlsx,1296,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1353.0,count
296,январь-август 2022,2022-01-01,2022-08-31,month_cum,xlsx,1268,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1348.0,count
289,январь 2022,2022-01-01,2022-01-31,month_cum,xlsx,1219,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,665.0,count
294,январь-июнь 2022,2022-01-01,2022-06-30,month_cum,xlsx,1254,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1238.0,count
297,январь-сентябрь 2022,2022-01-01,2022-09-30,month_cum,xlsx,1275,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1427.0,count
291,январь-март 2022,2022-01-01,2022-03-31,month_cum,xlsx,1233,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,920.0,count
297,январь-сентябрь 2022,2022-01-01,2022-09-30,month_cum,xlsx,1272,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,20191.0,count
